DiseaseName	PMID	Sentence index	The # of total tokens	Location of token
parkinson Disease	21668692	3	27	16
parkinson Disease	21668692	3	27	16
parkinson Disease	21668692	4	21	12
parkinson Disease	21667279	3	21	19
parkinson Disease	21667279	3	21	19
parkinson Disease	21667279	3	21	19
parkinson Disease	21667065	2	15	12
parkinson Disease	21667065	2	15	12
parkinson Disease	21667065	2	15	12
parkinson Disease	21667065	3	35	33
parkinson Disease	21667065	3	35	33
parkinson Disease	21667065	3	35	33
parkinson Disease	21666262	2	13	1
parkinson Disease	21666262	2	13	1
parkinson Disease	21666262	2	13	1
parkinson Disease	21666262	3	20	4
parkinson Disease	21666262	3	20	4
parkinson Disease	21666262	3	20	4
parkinson Disease	21666262	5	46	10
parkinson Disease	21666262	5	46	10
parkinson Disease	21666262	5	46	10
parkinson Disease	21666262	6	43	21
parkinson Disease	21666262	6	43	21
parkinson Disease	21666262	6	43	21
parkinson Disease	21666262	7	31	10
parkinson Disease	21666262	7	31	10
parkinson Disease	21666262	7	31	10
parkinson Disease	21666262	13	72	54
parkinson Disease	21666262	13	72	54
parkinson Disease	21666262	13	72	54
parkinson Disease	21664737	2	17	16
parkinson Disease	21664737	2	17	16
parkinson Disease	21664737	2	17	16
parkinson Disease	21664737	3	28	4
parkinson Disease	21664737	3	28	4
parkinson Disease	21664737	3	28	4
parkinson Disease	21664587	2	9	8
parkinson Disease	21664587	2	9	8
parkinson Disease	21664587	2	9	8
parkinson Disease	21664587	3	22	4
parkinson Disease	21664587	3	22	4
parkinson Disease	21664587	3	22	4
parkinson Disease	21664587	5	25	18
parkinson Disease	21664587	5	25	18
parkinson Disease	21664587	5	25	18
parkinson Disease	21664587	6	24	7
parkinson Disease	21664587	6	24	7
parkinson Disease	21664587	6	24	7
parkinson Disease	21664587	9	28	19
parkinson Disease	21663383	2	12	10
parkinson Disease	21663383	2	12	10
parkinson Disease	21663383	2	12	10
parkinson Disease	21663383	6	30	22
parkinson Disease	21663383	6	30	22
parkinson Disease	21663383	6	30	22
parkinson Disease	21663381	2	15	4
parkinson Disease	21663381	3	19	17
parkinson Disease	21663381	3	19	17
parkinson Disease	21663381	3	19	17
parkinson Disease	21661056	2	10	5
parkinson Disease	21661056	2	10	5
parkinson Disease	21661056	2	10	5
parkinson Disease	21661056	3	15	4
parkinson Disease	21661056	3	15	4
parkinson Disease	21661056	3	15	4
parkinson Disease	21661056	4	19	10
parkinson Disease	21661056	4	19	10
parkinson Disease	21661056	4	19	10
parkinson Disease	21661056	5	35	19
parkinson Disease	21661056	5	35	19
parkinson Disease	21661056	5	35	19
parkinson Disease	21661056	6	19	4
parkinson Disease	21661056	6	19	4
parkinson Disease	21661056	6	19	4
parkinson Disease	21661056	8	14	13
parkinson Disease	21661056	8	14	13
parkinson Disease	21661056	8	14	13
parkinson Disease	21661056	10	18	4
parkinson Disease	21661056	10	18	4
parkinson Disease	21661056	10	18	4
parkinson Disease	21661054	2	9	4
parkinson Disease	21661054	3	21	12
parkinson Disease	21661047	2	9	8
parkinson Disease	21661047	2	9	8
parkinson Disease	21661047	2	9	8
parkinson Disease	21661047	3	21	20
parkinson Disease	21661047	3	21	20
parkinson Disease	21661047	3	21	20
parkinson Disease	21661047	5	39	12
parkinson Disease	21661047	5	39	12
parkinson Disease	21661047	5	39	12
parkinson Disease	21661047	9	20	7
parkinson Disease	21661047	9	20	7
parkinson Disease	21661047	9	20	7
parkinson Disease	21661047	10	37	15
parkinson Disease	21661047	10	37	15
parkinson Disease	21661047	10	37	15
parkinson Disease	21660634	5	36	30
parkinson Disease	21660610	2	11	5
parkinson Disease	21660610	3	11	1
parkinson Disease	21660610	3	11	1
parkinson Disease	21660610	3	11	2
parkinson Disease	21660610	3	11	2
parkinson Disease	21660610	3	11	2
parkinson Disease	21660610	5	15	14
parkinson Disease	21660610	6	36	27
parkinson Disease	21660610	13	13	12
parkinson Disease	21658954	2	14	1
parkinson Disease	21658954	2	14	1
parkinson Disease	21658954	2	14	1
parkinson Disease	21658954	3	25	23
parkinson Disease	21658954	3	25	23
parkinson Disease	21658954	3	25	23
parkinson Disease	21658728	2	8	7
parkinson Disease	21658728	2	8	7
parkinson Disease	21658728	2	8	7
parkinson Disease	21658728	3	29	10
parkinson Disease	21658728	3	29	10
parkinson Disease	21658728	3	29	10
parkinson Disease	21658431	2	9	8
parkinson Disease	21658431	2	9	8
parkinson Disease	21658431	2	9	8
parkinson Disease	21658431	4	31	26
parkinson Disease	21658431	4	31	26
parkinson Disease	21658431	4	31	26
parkinson Disease	21658387	2	18	16
parkinson Disease	21658387	3	20	9
parkinson Disease	21658161	2	16	15
parkinson Disease	21658161	2	16	15
parkinson Disease	21658161	2	16	15
parkinson Disease	21658161	3	19	9
parkinson Disease	21658161	3	19	9
parkinson Disease	21658161	3	19	9
parkinson Disease	21656921	2	12	11
parkinson Disease	21656921	2	12	11
parkinson Disease	21656921	2	12	11
parkinson Disease	21656921	5	28	27
parkinson Disease	21656921	5	28	27
parkinson Disease	21656921	5	28	27
parkinson Disease	21656921	9	16	11
parkinson Disease	21656921	9	16	11
parkinson Disease	21656921	9	16	11
parkinson Disease	21656414	2	10	9
parkinson Disease	21656414	2	10	9
parkinson Disease	21656414	2	10	9
parkinson Disease	21656414	3	29	8
parkinson Disease	21656414	3	29	8
parkinson Disease	21656414	3	29	8
parkinson Disease	21656215	6	45	12
parkinson Disease	21656215	6	45	12
parkinson Disease	21656215	6	45	12
parkinson Disease	21655272	7	21	16
parkinson Disease	21655272	7	21	16
parkinson Disease	21655272	7	21	16
parkinson Disease	21655265	2	15	13
parkinson Disease	21655265	2	15	13
parkinson Disease	21655265	2	15	13
parkinson Disease	21655265	3	24	15
parkinson Disease	21655265	3	24	15
parkinson Disease	21655265	3	24	15
parkinson Disease	21655131	4	26	19
parkinson Disease	21655131	4	26	19
parkinson Disease	21655131	4	26	20
parkinson Disease	21655131	4	26	20
parkinson Disease	21655131	4	26	20
parkinson Disease	21653695	2	13	10
parkinson Disease	21653695	3	20	18
parkinson Disease	21653695	3	20	18
parkinson Disease	21653695	3	20	18
parkinson Disease	21653540	2	9	8
parkinson Disease	21653540	2	9	8
parkinson Disease	21653540	2	9	8
parkinson Disease	21653540	4	26	12
parkinson Disease	21653540	4	26	12
parkinson Disease	21653540	4	26	12
parkinson Disease	21653540	6	21	20
parkinson Disease	21653540	6	21	20
parkinson Disease	21653540	6	21	20
parkinson Disease	21653540	7	25	4
parkinson Disease	21653540	7	25	4
parkinson Disease	21653540	7	25	4
parkinson Disease	21653540	10	15	2
parkinson Disease	21653540	10	15	2
parkinson Disease	21653540	10	15	2
parkinson Disease	21653540	12	70	27
parkinson Disease	21653540	12	70	27
parkinson Disease	21653540	12	70	27
parkinson Disease	21653540	17	27	26
parkinson Disease	21653540	17	27	26
parkinson Disease	21653540	17	27	26
parkinson Disease	21652707	12	32	31
parkinson Disease	21652707	12	32	31
parkinson Disease	21652707	12	32	31
parkinson Disease	21651967	2	14	13
parkinson Disease	21651967	2	14	13
parkinson Disease	21651967	2	14	13
parkinson Disease	21651510	2	5	4
parkinson Disease	21651510	2	5	4
parkinson Disease	21651510	2	5	4
parkinson Disease	21651510	5	32	21
parkinson Disease	21651332	3	17	15
parkinson Disease	21651332	3	17	15
parkinson Disease	21651332	3	17	15
parkinson Disease	21651331	2	5	4
parkinson Disease	21651331	2	5	4
parkinson Disease	21651331	2	5	4
parkinson Disease	21651331	3	24	1
parkinson Disease	21651331	3	24	1
parkinson Disease	21651331	3	24	1
parkinson Disease	21651330	2	10	5
parkinson Disease	21651330	3	23	21
parkinson Disease	21651330	3	23	21
parkinson Disease	21651330	3	23	21
parkinson Disease	21651329	2	10	4
parkinson Disease	21651329	3	21	10
parkinson Disease	21651329	3	21	10
parkinson Disease	21651329	3	21	10
parkinson Disease	21651329	7	17	5
parkinson Disease	21651329	7	17	5
parkinson Disease	21651329	7	17	5
parkinson Disease	21649894	3	25	23
parkinson Disease	21649894	3	25	23
parkinson Disease	21649894	3	25	23
parkinson Disease	21647015	3	14	1
parkinson Disease	21647015	5	30	1
parkinson Disease	21647015	6	13	13
parkinson Disease	21647015	8	15	5
parkinson Disease	21647015	9	25	1
parkinson Disease	21647015	10	36	26
parkinson Disease	21646627	2	9	6
parkinson Disease	21646627	2	9	6
parkinson Disease	21646627	2	9	6
parkinson Disease	21646627	3	18	11
parkinson Disease	21646627	3	18	11
parkinson Disease	21646627	3	18	11
parkinson Disease	21646421	3	33	25
parkinson Disease	21646421	3	33	25
parkinson Disease	21646421	3	33	25
parkinson Disease	21646329	2	12	11
parkinson Disease	21646329	2	12	11
parkinson Disease	21646329	2	12	11
parkinson Disease	21646329	5	25	24
parkinson Disease	21646329	5	25	24
parkinson Disease	21646329	5	25	24
parkinson Disease	21646329	11	37	21
parkinson Disease	21646303	5	29	28
parkinson Disease	21646303	5	29	28
parkinson Disease	21646303	5	29	28
parkinson Disease	21646303	6	17	16
parkinson Disease	21646303	6	17	16
parkinson Disease	21646303	6	17	16
