Name	DiseaseName	PMID	Sentence index	The # of total tokens	Location of token	which abbreviation
parkinson	parkinson Disease	21819188	3	13	4	20
parkinson's	parkinson Disease	21819188	4	25	5	11
parkinson's disease	parkinson Disease	21819188	4	25	5	12
parkinson's disease	parkinson Disease	21819188	4	25	5	15
parkinson	parkinson Disease	21817179	2	14	8	20
parkinson	parkinson Disease	21817179	7	19	12	20
parkinson disease	parkinson Disease	21817179	8	21	20	8
parkinson disease	parkinson Disease	21817179	8	21	20	10
parkinson	parkinson Disease	21817179	8	21	20	20
parkinson disease	parkinson Disease	21816921	2	19	16	8
parkinson disease	parkinson Disease	21816921	2	19	16	10
parkinson	parkinson Disease	21816921	2	19	16	20
parkinson's	parkinson Disease	21815648	2	21	20	11
parkinson's disease	parkinson Disease	21815648	2	21	20	12
parkinson's disease	parkinson Disease	21815648	2	21	20	15
parkinson's	parkinson Disease	21815648	3	17	9	11
parkinson's disease	parkinson Disease	21815648	3	17	9	12
parkinson's disease	parkinson Disease	21815648	3	17	9	15
parkinson's	parkinson Disease	21813820	4	24	18	11
parkinson's	parkinson Disease	21813326	3	47	39	11
parkinson's disease	parkinson Disease	21813326	3	47	39	12
parkinson's disease	parkinson Disease	21813326	3	47	39	15
parkinson's	parkinson Disease	21813140	2	17	7	11
parkinson's disease	parkinson Disease	21813140	2	17	7	12
parkinson's disease	parkinson Disease	21813140	2	17	7	15
parkinson disease	parkinson Disease	21813140	3	16	8	8
parkinson disease	parkinson Disease	21813140	3	16	8	10
parkinson	parkinson Disease	21813140	3	16	8	20
parkinson's	parkinson Disease	21813030	2	11	3	11
parkinson's disease	parkinson Disease	21813030	2	11	3	12
parkinson's disease	parkinson Disease	21813030	2	11	3	15
parkinson's	parkinson Disease	21813030	3	17	7	11
parkinson's disease	parkinson Disease	21813030	3	17	7	12
parkinson's disease	parkinson Disease	21813030	3	17	7	15
parkinson's	parkinson Disease	21812969	2	14	8	11
parkinson's disease	parkinson Disease	21812969	2	14	8	12
parkinson's disease	parkinson Disease	21812969	2	14	8	15
parkinson disease	parkinson Disease	21812969	3	19	4	8
parkinson disease	parkinson Disease	21812969	3	19	4	10
parkinson	parkinson Disease	21812969	3	19	4	20
parkinson's	parkinson Disease	21812497	2	5	4	11
parkinson's disease	parkinson Disease	21812497	2	5	4	12
parkinson's disease	parkinson Disease	21812497	2	5	4	15
parkinson's	parkinson Disease	21812497	3	29	1	11
parkinson's disease	parkinson Disease	21812497	3	29	1	12
parkinson's disease	parkinson Disease	21812497	3	29	1	15
parkinson's	parkinson Disease	21812418	2	15	10	11
parkinson's	parkinson Disease	21812418	3	23	13	11
parkinson's	parkinson Disease	21812035	2	8	1	11
parkinson disease	parkinson Disease	21811128	2	12	11	8
parkinson disease	parkinson Disease	21811128	2	12	11	10
parkinson	parkinson Disease	21811128	2	12	11	20
parkinson disease	parkinson Disease	21811128	3	20	19	8
parkinson disease	parkinson Disease	21811128	3	20	19	10
parkinson	parkinson Disease	21811128	3	20	19	20
parkinson disease	parkinson Disease	21811128	4	19	18	8
parkinson disease	parkinson Disease	21811128	4	19	18	10
parkinson	parkinson Disease	21811128	4	19	18	20
parkinson disease	parkinson Disease	21811128	5	18	7	8
parkinson disease	parkinson Disease	21811128	5	18	7	10
parkinson	parkinson Disease	21811128	5	18	7	20
parkinson disease	parkinson Disease	21811128	13	19	6	8
parkinson disease	parkinson Disease	21811128	13	19	6	10
parkinson	parkinson Disease	21811128	13	19	6	20
parkinson disease	parkinson Disease	21810701	2	14	13	8
parkinson disease	parkinson Disease	21810701	2	14	13	10
parkinson	parkinson Disease	21810701	2	14	13	20
parkinson	parkinson Disease	21810464	2	13	1	20
parkinson disease	parkinson Disease	21810464	3	18	13	8
parkinson disease	parkinson Disease	21810464	3	18	13	10
parkinson	parkinson Disease	21810464	3	18	13	20
parkinson's	parkinson Disease	21810444	2	15	14	11
parkinson's disease	parkinson Disease	21810444	2	15	14	12
parkinson's disease	parkinson Disease	21810444	2	15	14	15
parkinson's	parkinson Disease	21810444	3	31	22	11
parkinson's	parkinson Disease	21810444	5	26	25	11
parkinson's	parkinson Disease	21809600	2	8	4	11
parkinson disease	parkinson Disease	21809586	3	24	11	8
parkinson disease	parkinson Disease	21809586	3	24	11	10
parkinson	parkinson Disease	21809586	3	24	11	20
parkinson's	parkinson Disease	21809259	8	8	5	11
parkinson's disease	parkinson Disease	21809259	8	8	5	12
parkinson's disease	parkinson Disease	21809259	8	8	5	15
parkinson's	parkinson Disease	21808748	2	14	13	11
parkinson's disease	parkinson Disease	21808748	2	14	13	12
parkinson's disease	parkinson Disease	21808748	2	14	13	15
parkinson's	parkinson Disease	21808748	3	23	10	11
parkinson's disease	parkinson Disease	21808748	3	23	10	12
parkinson's disease	parkinson Disease	21808748	3	23	10	15
parkinson disease	parkinson Disease	21808735	9	37	17	8
parkinson disease	parkinson Disease	21808735	9	37	17	10
parkinson	parkinson Disease	21808735	9	37	17	20
parkinson	parkinson Disease	21808724	2	16	8	20
parkinson's	parkinson Disease	21808724	4	14	5	11
parkinson's disease	parkinson Disease	21808724	4	14	5	12
parkinson's disease	parkinson Disease	21808724	4	14	5	15
parkinson's	parkinson Disease	21808232	2	4	2	11
parkinson's disease	parkinson Disease	21808232	2	4	2	12
parkinson's disease	parkinson Disease	21808232	2	4	2	15
parkinson's	parkinson Disease	21807381	2	10	9	11
parkinson's disease	parkinson Disease	21807381	2	10	9	12
parkinson's disease	parkinson Disease	21807381	2	10	9	15
parkinson's	parkinson Disease	21807381	3	17	7	11
parkinson's disease	parkinson Disease	21807381	3	17	7	12
parkinson's disease	parkinson Disease	21807381	3	17	7	15
parkinson's	parkinson Disease	21807139	2	13	8	11
parkinson's	parkinson Disease	21807139	3	40	17	11
parkinson's disease	parkinson Disease	21807139	3	40	17	12
parkinson's disease	parkinson Disease	21807139	3	40	17	15
parkinson's	parkinson Disease	21807139	5	7	2	11
parkinson's disease	parkinson Disease	21807139	5	7	2	12
parkinson's disease	parkinson Disease	21807139	5	7	2	15
parkinson disease	parkinson Disease	21806997	3	26	25	8
parkinson disease	parkinson Disease	21806997	3	26	25	10
parkinson	parkinson Disease	21806997	3	26	25	20
parkinson disease	parkinson Disease	21804674	2	13	12	8
parkinson disease	parkinson Disease	21804674	2	13	12	10
parkinson	parkinson Disease	21804674	2	13	12	20
parkinson disease	parkinson Disease	21804674	4	25	2	8
parkinson disease	parkinson Disease	21804674	4	25	2	10
parkinson	parkinson Disease	21804674	4	25	2	20
parkinson	parkinson Disease	21804282	6	44	41	20
parkinson's	parkinson Disease	21804280	2	11	5	11
parkinson's	parkinson Disease	21804280	3	17	15	11
parkinson's disease	parkinson Disease	21804280	3	17	15	12
parkinson's disease	parkinson Disease	21804280	3	17	15	15
parkinson disease	parkinson Disease	21803216	2	4	3	8
parkinson disease	parkinson Disease	21803216	2	4	3	10
parkinson	parkinson Disease	21803216	2	4	3	20
idiopathic parkinson disease	parkinson Disease	21803216	3	15	13	0
parkinson disease	parkinson Disease	21803216	3	15	14	8
parkinson disease	parkinson Disease	21803216	3	15	14	10
parkinson	parkinson Disease	21803216	3	15	14	20
parkinson's	parkinson Disease	21802694	2	14	5	11
parkinson's	parkinson Disease	21802694	3	23	11	11
parkinson's disease	parkinson Disease	21802694	3	23	11	12
parkinson's disease	parkinson Disease	21802694	3	23	11	15
idiopathic parkinson's disease	parkinson Disease	21802341	2	16	4	1
idiopathic parkinson's disease	parkinson Disease	21802341	2	16	4	2
parkinson's	parkinson Disease	21802341	2	16	5	11
parkinson's disease	parkinson Disease	21802341	2	16	5	12
parkinson's disease	parkinson Disease	21802341	2	16	5	15
parkinson's	parkinson Disease	21802341	3	39	14	11
parkinson's disease	parkinson Disease	21802341	3	39	14	12
parkinson's disease	parkinson Disease	21802341	3	39	14	15
parkinson's	parkinson Disease	21801451	2	13	5	11
parkinson's	parkinson Disease	21801451	3	34	19	11
idiopathic parkinson's disease	parkinson Disease	21801451	5	20	3	1
idiopathic parkinson's disease	parkinson Disease	21801451	5	20	3	2
parkinson's	parkinson Disease	21801451	5	20	4	11
parkinson's disease	parkinson Disease	21801451	5	20	4	12
parkinson's disease	parkinson Disease	21801451	5	20	4	15
parkinson's	parkinson Disease	21801451	12	47	42	11
parkinson's disease	parkinson Disease	21801451	12	47	42	12
parkinson's disease	parkinson Disease	21801451	12	47	42	15
parkinson disease	parkinson Disease	21800960	3	25	24	8
parkinson disease	parkinson Disease	21800960	3	25	24	10
parkinson	parkinson Disease	21800960	3	25	24	20
parkinson's	parkinson Disease	21799880	2	10	9	11
parkinson's disease	parkinson Disease	21799880	2	10	9	12
parkinson's disease	parkinson Disease	21799880	2	10	9	15
parkinson's	parkinson Disease	21799880	3	16	11	11
parkinson's disease	parkinson Disease	21799880	3	16	11	12
parkinson's disease	parkinson Disease	21799880	3	16	11	15
parkinson's	parkinson Disease	21799880	5	27	18	11
parkinson's disease	parkinson Disease	21799880	5	27	18	12
parkinson's disease	parkinson Disease	21799880	5	27	18	15
parkinson's	parkinson Disease	21799870	3	9	8	11
parkinson's disease	parkinson Disease	21799870	3	9	8	12
parkinson's disease	parkinson Disease	21799870	3	9	8	15
parkinson's	parkinson Disease	21799745	2	17	8	11
parkinson's disease	parkinson Disease	21799745	2	17	8	12
parkinson's disease	parkinson Disease	21799745	2	17	8	15
parkinson's	parkinson Disease	21799745	3	12	11	11
parkinson's disease	parkinson Disease	21799745	3	12	11	12
parkinson's disease	parkinson Disease	21799745	3	12	11	15
parkinson's	parkinson Disease	21799745	12	29	28	11
parkinson's disease	parkinson Disease	21799745	12	29	28	12
parkinson's disease	parkinson Disease	21799745	12	29	28	15
parkinson's	parkinson Disease	21799425	2	16	15	11
parkinson's disease	parkinson Disease	21799425	2	16	15	12
parkinson's disease	parkinson Disease	21799425	2	16	15	15
parkinson's	parkinson Disease	21799425	4	26	13	11
parkinson's disease	parkinson Disease	21799425	4	26	13	12
parkinson's disease	parkinson Disease	21799425	4	26	13	15
parkinson's	parkinson Disease	21799414	7	32	20	11
parkinson's disease	parkinson Disease	21799414	7	32	20	12
parkinson's disease	parkinson Disease	21799414	7	32	20	15
parkinson disease	parkinson Disease	21798732	3	22	20	8
parkinson disease	parkinson Disease	21798732	3	22	20	10
parkinson	parkinson Disease	21798732	3	22	20	20
parkinson's	parkinson Disease	21798561	2	13	7	11
parkinson's	parkinson Disease	21798561	3	13	11	11
parkinson's disease	parkinson Disease	21798561	3	13	11	12
parkinson's disease	parkinson Disease	21798561	3	13	11	15
parkinson's	parkinson Disease	21798243	3	21	13	11
parkinson's disease	parkinson Disease	21798243	3	21	13	12
parkinson's disease	parkinson Disease	21798243	3	21	13	15
parkinson disease	parkinson Disease	21796667	3	25	23	8
parkinson disease	parkinson Disease	21796667	3	25	23	10
parkinson	parkinson Disease	21796667	3	25	23	20
parkinson disease	parkinson Disease	21796424	13	46	27	8
parkinson disease	parkinson Disease	21796424	13	46	27	10
parkinson	parkinson Disease	21796424	13	46	27	20
parkinson disease	parkinson Disease	21795961	2	8	7	8
parkinson disease	parkinson Disease	21795961	2	8	7	10
parkinson	parkinson Disease	21795961	2	8	7	20
parkinson disease	parkinson Disease	21795716	2	19	18	8
parkinson disease	parkinson Disease	21795716	2	19	18	10
parkinson	parkinson Disease	21795716	2	19	18	20
parkinson disease	parkinson Disease	21795716	3	33	1	8
parkinson disease	parkinson Disease	21795716	3	33	1	10
parkinson	parkinson Disease	21795716	3	33	1	20
parkinson	parkinson Disease	21795682	3	21	20	20
parkinson disease	parkinson Disease	21795682	6	33	32	8
parkinson disease	parkinson Disease	21795682	6	33	32	10
parkinson	parkinson Disease	21795682	6	33	32	20
parkinson's	parkinson Disease	21795543	6	16	14	11
parkinson's disease	parkinson Disease	21795543	6	16	14	12
parkinson's disease	parkinson Disease	21795543	6	16	14	15
parkinson's	parkinson Disease	21794951	2	10	9	11
parkinson's disease	parkinson Disease	21794951	2	10	9	12
parkinson's disease	parkinson Disease	21794951	2	10	9	15
parkinson's	parkinson Disease	21794951	5	40	8	11
parkinson's disease	parkinson Disease	21794951	5	40	8	12
parkinson's disease	parkinson Disease	21794951	5	40	8	15
parkinson disease	parkinson Disease	21793734	3	35	13	8
parkinson disease	parkinson Disease	21793734	3	35	13	10
parkinson	parkinson Disease	21793734	3	35	13	20
parkinson's	parkinson Disease	21791351	2	13	8	11
parkinson's disease	parkinson Disease	21791351	2	13	8	12
parkinson's disease	parkinson Disease	21791351	2	13	8	15
parkinson's	parkinson Disease	21791351	3	28	23	11
parkinson's disease	parkinson Disease	21791351	3	28	23	12
parkinson's disease	parkinson Disease	21791351	3	28	23	15
parkinson's	parkinson Disease	21791351	4	20	4	11
parkinson's disease	parkinson Disease	21791351	4	20	4	12
parkinson's disease	parkinson Disease	21791351	4	20	4	15
parkinson's	parkinson Disease	21791351	9	11	5	11
parkinson's disease	parkinson Disease	21791351	9	11	5	12
parkinson's disease	parkinson Disease	21791351	9	11	5	15
parkinson's	parkinson Disease	21791351	10	29	28	11
parkinson's disease	parkinson Disease	21791351	10	29	28	12
parkinson's disease	parkinson Disease	21791351	10	29	28	15
parkinson disease	parkinson Disease	21791235	2	12	11	8
parkinson disease	parkinson Disease	21791235	2	12	11	10
parkinson	parkinson Disease	21791235	2	12	11	20
parkinson disease	parkinson Disease	21791235	3	25	18	8
parkinson disease	parkinson Disease	21791235	3	25	18	10
parkinson	parkinson Disease	21791235	3	25	18	20
parkinson's	parkinson Disease	21791117	2	18	10	11
parkinson disease	parkinson Disease	21791117	3	24	22	8
parkinson disease	parkinson Disease	21791117	3	24	22	10
parkinson	parkinson Disease	21791117	3	24	22	20
parkinson's	parkinson Disease	21790503	2	24	11	11
parkinson's disease	parkinson Disease	21790503	2	24	11	12
parkinson's disease	parkinson Disease	21790503	2	24	11	15
parkinson's	parkinson Disease	21790211	2	14	13	11
parkinson's disease	parkinson Disease	21790211	2	14	13	12
parkinson's disease	parkinson Disease	21790211	2	14	13	15
parkinson's	parkinson Disease	21790211	3	34	21	11
parkinson's disease	parkinson Disease	21790211	3	34	21	12
parkinson's disease	parkinson Disease	21790211	3	34	21	15
parkinson's	parkinson Disease	21790211	5	15	14	11
parkinson's disease	parkinson Disease	21790211	5	15	14	12
parkinson's disease	parkinson Disease	21790211	5	15	14	15
parkinson's	parkinson Disease	21790211	6	38	3	11
parkinson's	parkinson Disease	21790211	8	24	3	11
parkinson's	parkinson Disease	21790211	14	45	11	11
parkinson's disease	parkinson Disease	21790211	14	45	11	12
parkinson's disease	parkinson Disease	21790211	14	45	11	15
parkinson's	parkinson Disease	21790007	2	12	11	11
parkinson's	parkinson Disease	21790007	3	18	1	11
parkinson's disease	parkinson Disease	21790007	3	18	1	12
parkinson's disease	parkinson Disease	21790007	3	18	1	15
parkinson's	parkinson Disease	21789693	3	23	9	11
parkinson's disease	parkinson Disease	21789693	3	23	9	12
parkinson's disease	parkinson Disease	21789693	3	23	9	15
parkinson's	parkinson Disease	21789693	6	25	5	11
parkinson disease	parkinson Disease	21788621	2	9	6	8
parkinson disease	parkinson Disease	21788621	2	9	6	10
parkinson	parkinson Disease	21788621	2	9	6	20
parkinson	parkinson Disease	21788619	2	9	3	20
parkinson's	parkinson Disease	21788252	2	10	9	11
parkinson's disease	parkinson Disease	21788252	2	10	9	12
parkinson's disease	parkinson Disease	21788252	2	10	9	15
parkinson's	parkinson Disease	21788252	3	30	5	11
parkinson's disease	parkinson Disease	21788252	3	30	5	12
parkinson's disease	parkinson Disease	21788252	3	30	5	15
parkinson's	parkinson Disease	21788252	6	53	28	11
parkinson's disease	parkinson Disease	21788252	6	53	28	12
parkinson's disease	parkinson Disease	21788252	6	53	28	15
parkinson's	parkinson Disease	21787806	2	18	17	11
parkinson's	parkinson Disease	21787806	4	17	15	11
parkinson's disease	parkinson Disease	21787806	4	17	15	12
parkinson's disease	parkinson Disease	21787806	4	17	15	15
parkinson	parkinson Disease	21786295	2	9	5	20
parkinson's	parkinson Disease	21786135	2	20	14	11
parkinson's disease	parkinson Disease	21786135	2	20	14	12
parkinson's disease	parkinson Disease	21786135	2	20	14	15
parkinson	parkinson Disease	21786135	4	39	14	20
parkinson	parkinson Disease	21786116	2	8	7	20
parkinson disease	parkinson Disease	21785221	3	27	5	8
parkinson disease	parkinson Disease	21785221	3	27	5	10
parkinson	parkinson Disease	21785221	3	27	5	20
parkinson's	parkinson Disease	21784889	2	21	12	11
parkinson's	parkinson Disease	21784889	3	10	8	11
parkinson's disease	parkinson Disease	21784889	3	10	8	12
parkinson's disease	parkinson Disease	21784889	3	10	8	15
parkinson's	parkinson Disease	21784692	2	24	8	11
parkinson's disease	parkinson Disease	21784692	2	24	8	12
parkinson's disease	parkinson Disease	21784692	2	24	8	15
parkinson's	parkinson Disease	21784692	3	34	6	11
parkinson's disease	parkinson Disease	21784692	3	34	6	12
parkinson's disease	parkinson Disease	21784692	3	34	6	15
parkinson's	parkinson Disease	21784670	2	8	1	11
parkinson's	parkinson Disease	21784670	3	16	4	11
parkinson's disease	parkinson Disease	21784670	3	16	4	12
parkinson's disease	parkinson Disease	21784670	3	16	4	15
parkinson's	parkinson Disease	21784538	3	10	1	11
